,Crime_Type,Charges_Filed,Time_Served_Months,Prior_Criminal_History,Risk_of_Flight,Influence_on_Trial,Bail_Decision,Socio_Economic_Status
1551,Economic,['IPC 307'],23,1,0.792003126130196,0.8749894950244215,Rejected,Middle
1552,Cyber Crime,"['Cyber Laws', 'IPC 302', 'IPC 302']",7,1,0.3243136638755806,0.7666226651744862,Rejected,Low
1553,Economic,"['IPC 420', 'IPC 302']",46,0,0.7161645381776112,0.3621787575581461,Granted,High
1554,Violent,['IPC 420'],34,1,0.135418849817828,0.7341245436569687,Rejected,Middle
1555,Drug-related,"['Cyber Laws', 'Cyber Laws']",42,0,0.2912937472055052,0.1040759564182469,Granted,Middle
1556,Economic,['IPC 420'],19,0,0.1447106361365199,0.7893334823405523,Rejected,Middle
1557,Economic,['Economic Offenses Act'],9,1,0.8112305584013578,0.5323306025871026,Rejected,Middle
1558,Violent,"['Cyber Laws', 'Economic Offenses Act', 'Narcotics Act']",18,1,0.2226492352267853,0.2922901727092531,Granted,Middle
1559,Non-violent,"['IPC 302', 'IPC 307', 'Cyber Laws']",41,0,0.7174035554052103,0.6557773017841801,Granted,Middle
1560,Cyber Crime,['IPC 379'],45,1,0.9432983972456526,0.641619998714409,Granted,Low
1561,Non-violent,"['IPC 420', 'IPC 307']",42,1,0.527772209068877,0.2094862227195997,Granted,Middle
1562,Drug-related,"['IPC 420', 'Economic Offenses Act', 'IPC 302']",25,0,0.5400291922606877,0.0303974148115261,Rejected,Low
1563,Economic,"['IPC 379', 'Economic Offenses Act', 'IPC 302']",14,0,0.461033568097812,0.4336225869016739,Granted,Low
1564,Violent,['IPC 420'],44,0,0.3258901433936427,0.5695118693444212,Rejected,High
1565,Violent,"['IPC 302', 'IPC 307']",25,0,0.4756550309249171,0.8766052783705984,Rejected,High
1566,Cyber Crime,"['IPC 307', 'Cyber Laws', 'Economic Offenses Act']",19,0,0.6028075322667594,0.9282167956475944,Rejected,High
1567,Non-violent,"['Narcotics Act', 'Narcotics Act']",39,0,0.9859915721706594,0.5288052181567664,Granted,Middle
1568,Cyber Crime,['IPC 302'],15,1,0.9377645593182242,0.7538034837685449,Granted,High
1569,Economic,"['IPC 307', 'Economic Offenses Act']",16,0,0.8621529582931218,0.4393032723279969,Granted,Middle
1570,Cyber Crime,"['IPC 307', 'IPC 307']",27,1,0.8891305357048583,0.746082156572893,Rejected,Middle
1571,Violent,"['Narcotics Act', 'IPC 307', 'Economic Offenses Act']",40,1,0.4678491832920429,0.2048015249391669,Granted,High
1572,Violent,"['IPC 420', 'Economic Offenses Act', 'Narcotics Act']",10,0,0.6574443271774648,0.3710647348035314,Granted,High
1573,Drug-related,"['Economic Offenses Act', 'IPC 302']",4,1,0.8950667229362141,0.6342279988136148,Rejected,Low
1574,Drug-related,"['IPC 379', 'IPC 379', 'IPC 379']",19,0,0.392950764991353,0.0181579656070788,Granted,Low
1575,Economic,"['Narcotics Act', 'IPC 307', 'Cyber Laws']",28,1,0.9617624783454688,0.722461310338954,Rejected,Middle
1576,Non-violent,"['Cyber Laws', 'Narcotics Act']",21,0,0.415786062069183,0.8355355012681668,Granted,Middle
1577,Cyber Crime,['IPC 302'],47,0,0.6010826653932156,0.3991416610939514,Granted,High
1578,Economic,"['IPC 379', 'Economic Offenses Act', 'Cyber Laws']",14,0,0.7098047132723719,0.4479424171771643,Granted,High
1579,Drug-related,"['Cyber Laws', 'IPC 379', 'IPC 307']",33,0,0.9505920130759384,0.851282212216531,Granted,Low
1580,Cyber Crime,"['IPC 420', 'IPC 420', 'IPC 420']",10,1,0.244616274052266,0.7756546353260334,Granted,High
1581,Drug-related,"['IPC 302', 'IPC 379', 'IPC 420']",19,1,0.7461309782386423,0.288149489033375,Rejected,Middle
1582,Cyber Crime,"['IPC 420', 'Narcotics Act', 'Cyber Laws']",30,1,0.5208155861440822,0.3239761065615389,Granted,High
1583,Non-violent,['Narcotics Act'],22,1,0.268557140620641,0.6788782323905966,Granted,Low
1584,Economic,"['IPC 379', 'IPC 307']",3,1,0.7766068397963906,0.5631980924481612,Granted,Middle
1585,Cyber Crime,"['IPC 379', 'Cyber Laws', 'Narcotics Act']",37,0,0.5522222801738466,0.1622295710964969,Granted,Low
1586,Violent,"['Economic Offenses Act', 'IPC 420']",41,0,0.6609738206496758,0.3099299092291664,Granted,Low
1587,Violent,"['Cyber Laws', 'IPC 420']",18,0,0.322901068577901,0.8999832768786541,Granted,Middle
1588,Cyber Crime,"['IPC 420', 'Narcotics Act', 'Cyber Laws']",11,0,0.481273951827605,0.6881744367222634,Granted,Low
1589,Cyber Crime,"['Economic Offenses Act', 'Cyber Laws', 'Narcotics Act']",2,0,0.6173542509880671,0.9859743176855196,Rejected,High
1590,Cyber Crime,"['Narcotics Act', 'IPC 302']",12,1,0.404910814269844,0.7670125299807694,Rejected,High
1591,Violent,['IPC 302'],6,0,0.1983725398477013,0.9419744321435902,Granted,Low
1592,Violent,"['Economic Offenses Act', 'IPC 379']",43,0,0.961640492315304,0.2161885738704754,Rejected,High
1593,Cyber Crime,"['IPC 379', 'IPC 379', 'Economic Offenses Act']",40,1,0.5114675400426174,0.7714848748169257,Granted,Low
1594,Drug-related,"['Narcotics Act', 'IPC 379']",44,1,0.7339203702877005,0.0202175201477974,Rejected,High
1595,Drug-related,"['Economic Offenses Act', 'Economic Offenses Act']",29,0,0.4110471935560581,0.6707600217115339,Granted,Low
1596,Non-violent,['Narcotics Act'],30,0,0.3551317640257163,0.4692822781202413,Granted,High
1597,Economic,['Economic Offenses Act'],2,1,0.407164298467125,0.3467600719200686,Rejected,Middle
1598,Drug-related,"['IPC 379', 'Narcotics Act', 'IPC 420']",9,0,0.4091966437856498,0.8624043522930891,Granted,Middle
1599,Violent,"['IPC 379', 'Economic Offenses Act']",47,0,0.5441801159419536,0.8542676926575307,Rejected,High
1600,Drug-related,"['IPC 307', 'Economic Offenses Act', 'IPC 307']",2,0,0.5434698699813632,0.0223017048986435,Granted,Low
1601,Non-violent,"['Cyber Laws', 'IPC 379', 'IPC 302']",29,1,0.4971538158828716,0.609505122449431,Granted,High
1602,Non-violent,['Narcotics Act'],33,0,0.1347857849174381,0.3678322243209564,Granted,Low
1603,Economic,['Economic Offenses Act'],10,0,0.4960754785005311,0.4156610015004491,Granted,High
1604,Drug-related,['IPC 307'],34,1,0.1691039004206515,0.832040739218776,Rejected,High
1605,Violent,['Narcotics Act'],44,1,0.1261357862957651,0.3098397715276783,Granted,Middle
1606,Violent,['Economic Offenses Act'],8,1,0.9326457173411676,0.94304881063762,Rejected,Low
1607,Cyber Crime,['Cyber Laws'],37,0,0.6049500131477042,0.1796338263721407,Rejected,Low
1608,Violent,['IPC 420'],33,1,0.6594900581245843,0.6627224233681778,Granted,Low
1609,Economic,['IPC 420'],47,0,0.4017936703333638,0.6721050670137647,Granted,Low
1610,Economic,['IPC 307'],6,1,0.9089808919148642,0.2521951614279182,Rejected,Low
1611,Violent,['IPC 307'],44,0,0.6379304895796655,0.324750608967202,Rejected,Middle
1612,Violent,"['IPC 302', 'Cyber Laws']",40,1,0.7691698695235875,0.8347984925799404,Granted,High
1613,Cyber Crime,"['IPC 302', 'Narcotics Act', 'Cyber Laws']",45,0,0.3685624690277138,0.7618052549549524,Rejected,Low
1614,Violent,"['Narcotics Act', 'IPC 379']",19,0,0.9600118808191256,0.3290958803147595,Rejected,Low
1615,Cyber Crime,"['IPC 307', 'IPC 379']",32,1,0.820461290158315,0.5339565469349339,Rejected,High
1616,Cyber Crime,"['Narcotics Act', 'IPC 379', 'IPC 302']",27,1,0.8539484630145436,0.0616802962530954,Granted,Middle
1617,Violent,"['IPC 307', 'IPC 302', 'IPC 420']",1,0,0.1721942674257542,0.2087458823986292,Rejected,Middle
1618,Non-violent,['Narcotics Act'],43,1,0.2709632078712195,0.4858205588603991,Rejected,Middle
1619,Non-violent,"['Cyber Laws', 'IPC 302', 'IPC 420']",33,0,0.285626599683577,0.0859737352792116,Rejected,High
1620,Cyber Crime,['Narcotics Act'],40,1,0.2709092232468711,0.8433323548919375,Rejected,High
1621,Violent,['IPC 420'],32,1,0.8554081621042879,0.7180062101076479,Granted,Middle
1622,Non-violent,"['IPC 379', 'IPC 307']",5,0,0.0318847952085921,0.9436336706484948,Granted,Middle
1623,Violent,['IPC 307'],17,1,0.0760999889807743,0.6934669059640272,Rejected,High
1624,Violent,['IPC 379'],8,1,0.2739148706299037,0.9404013722621856,Rejected,Middle
1625,Violent,"['IPC 379', 'IPC 302', 'Cyber Laws']",42,0,0.1998729746494436,0.554512555690965,Rejected,Low
1626,Drug-related,"['IPC 302', 'IPC 302', 'IPC 307']",34,0,0.2318596138828483,0.6002186110619694,Granted,High
1627,Violent,"['IPC 302', 'IPC 307', 'IPC 420']",9,1,0.7979431892533,0.9769710546262608,Granted,Middle
1628,Drug-related,"['IPC 307', 'IPC 307', 'IPC 302']",23,0,0.5631265938920469,0.6421291468642604,Rejected,Low
1629,Cyber Crime,['Narcotics Act'],35,1,0.0057706612929679,0.0307865688607466,Rejected,High
1630,Non-violent,"['Narcotics Act', 'IPC 307']",7,1,0.4293227657041952,0.7238027766305233,Granted,High
1631,Non-violent,"['IPC 302', 'IPC 379']",15,0,0.4078849268503589,0.9054686921374157,Rejected,Low
1632,Non-violent,"['Economic Offenses Act', 'IPC 307', 'IPC 307']",20,0,0.1139452694445435,0.7955802497943266,Rejected,High
1633,Non-violent,"['IPC 302', 'IPC 420']",25,0,0.6761417886014571,0.5838332726254226,Granted,Middle
1634,Non-violent,"['IPC 420', 'IPC 420']",3,0,0.7020971883794911,0.6713035130935163,Granted,High
1635,Non-violent,['IPC 302'],46,0,0.7208932190520977,0.9901917892516716,Granted,Middle
1636,Non-violent,"['Economic Offenses Act', 'IPC 420', 'Economic Offenses Act']",24,0,0.728470945558592,0.0906620885093383,Granted,Low
1637,Cyber Crime,['Narcotics Act'],34,1,5.282693229680113e-05,0.6672448286332395,Granted,Low
1638,Violent,['IPC 307'],46,1,0.9539208038467222,0.2833976945705938,Rejected,High
1639,Economic,['Economic Offenses Act'],22,0,0.814208767054663,0.6400903965861701,Granted,Low
1640,Drug-related,"['IPC 302', 'IPC 420', 'Narcotics Act']",11,1,0.9039816965892852,0.6076235758839388,Granted,Low
1641,Economic,"['Narcotics Act', 'IPC 420', 'Economic Offenses Act']",8,1,0.0156432953074341,0.153456832108162,Granted,High
1642,Economic,"['Economic Offenses Act', 'IPC 307']",39,1,0.9338587957857394,0.2067466457402391,Granted,Middle
1643,Violent,['Narcotics Act'],43,1,0.8097885286881047,0.6216295780432135,Granted,High
1644,Violent,"['Narcotics Act', 'IPC 307']",35,0,0.8372191429586986,0.1282299473037741,Granted,High
1645,Violent,['Economic Offenses Act'],46,1,0.0932873847219685,0.2651808751303228,Rejected,Middle
1646,Non-violent,['IPC 379'],38,1,0.7387780289185977,0.8352455477380024,Granted,Middle
1647,Cyber Crime,"['Cyber Laws', 'IPC 302', 'Cyber Laws']",8,0,0.959916689642091,0.3270915060016386,Rejected,Middle
1648,Non-violent,['IPC 379'],37,0,0.6785473414181606,0.4880601562696629,Rejected,High
1649,Cyber Crime,"['Narcotics Act', 'Narcotics Act', 'IPC 307']",27,0,0.5705614046246065,0.9411403351458404,Granted,Middle
1650,Cyber Crime,['IPC 420'],28,0,0.945629677748997,0.2271490888369463,Granted,Low
1651,Economic,['IPC 420'],40,1,0.442937121734436,0.3896260173580104,Rejected,Middle
1652,Economic,['IPC 307'],34,0,0.5992935663104787,0.6064577755435456,Rejected,Low
1653,Cyber Crime,['IPC 420'],32,1,0.4763382934943662,0.7553389295039722,Rejected,Middle
1654,Cyber Crime,"['IPC 307', 'Cyber Laws', 'IPC 420']",15,1,0.9328462213602992,0.9016533867127052,Granted,Low
1655,Non-violent,"['Economic Offenses Act', 'Economic Offenses Act', 'Narcotics Act']",44,0,0.0760847267655072,0.9154729875735153,Rejected,Low
1656,Non-violent,"['Narcotics Act', 'Cyber Laws', 'IPC 307']",17,0,0.5011197008253482,0.776640074372623,Granted,Low
1657,Economic,"['Narcotics Act', 'Economic Offenses Act', 'Economic Offenses Act']",33,0,0.6869524413854383,0.2283308365933104,Granted,Low
1658,Violent,['Economic Offenses Act'],47,0,0.7919065384222369,0.0248093300425658,Rejected,Low
1659,Cyber Crime,"['IPC 420', 'IPC 420']",46,0,0.5830186474441363,0.3837739303556238,Granted,Middle
1660,Non-violent,"['IPC 302', 'Narcotics Act', 'IPC 307']",16,0,0.908917744121454,0.1415488509878233,Granted,High
1661,Economic,['Narcotics Act'],29,1,0.9419914468838716,0.7103876474382981,Rejected,High
1662,Non-violent,"['Economic Offenses Act', 'IPC 420']",9,1,0.0643192231935835,0.6611305868257168,Rejected,High
1663,Cyber Crime,"['Economic Offenses Act', 'Cyber Laws']",33,1,0.4023705395413743,0.0439716416214548,Granted,High
1664,Cyber Crime,"['IPC 307', 'IPC 379', 'IPC 307']",29,1,0.0234590217211544,0.8365937791309511,Rejected,High
1665,Drug-related,"['Cyber Laws', 'IPC 420', 'Narcotics Act']",13,0,0.3294166573744429,0.2487432662911822,Granted,Low
1666,Violent,"['Cyber Laws', 'IPC 379', 'IPC 420']",21,0,0.5368682179706021,0.4322270754910422,Rejected,Middle
1667,Drug-related,"['Cyber Laws', 'Economic Offenses Act', 'Cyber Laws']",21,1,0.9107949305099488,0.6679337354557424,Rejected,Low
1668,Economic,['IPC 420'],5,1,0.8465543224654029,0.4294187868522533,Rejected,Middle
1669,Non-violent,"['IPC 302', 'IPC 420', 'Economic Offenses Act']",10,1,0.1274997266719857,0.4412878027999434,Rejected,Middle
1670,Economic,"['Economic Offenses Act', 'Cyber Laws', 'IPC 302']",6,0,0.0930303747408957,0.0656279953357403,Granted,Middle
1671,Cyber Crime,"['Cyber Laws', 'IPC 420', 'Economic Offenses Act']",13,0,0.589267338756667,0.4014435492600038,Rejected,Middle
1672,Drug-related,"['IPC 379', 'IPC 302']",1,0,0.5321179724587827,0.7648478932199835,Granted,High
1673,Drug-related,['Economic Offenses Act'],20,1,0.2663776414300238,0.9151763371865976,Granted,Middle
1674,Drug-related,"['IPC 379', 'IPC 307']",47,1,0.8994530845538352,0.4134971370633717,Rejected,Middle
1675,Economic,"['IPC 307', 'IPC 302', 'Economic Offenses Act']",46,0,0.9273664094615536,0.4235858268790788,Rejected,High
1676,Cyber Crime,['Narcotics Act'],8,0,0.4026114383401626,0.7026271063236521,Rejected,Low
1677,Non-violent,"['IPC 379', 'IPC 307', 'IPC 307']",10,1,0.8903025571135202,0.9427720011052766,Rejected,Low
1678,Non-violent,['Cyber Laws'],9,1,0.3839488942629726,0.2670609402393602,Rejected,Low
1679,Economic,"['Economic Offenses Act', 'Cyber Laws']",41,0,0.7368168318297001,0.4401442065379368,Granted,Low
1680,Drug-related,['Cyber Laws'],3,1,0.4759422175477241,0.7959732435523011,Rejected,Middle
1681,Violent,['Economic Offenses Act'],11,0,0.1225831565071829,0.6096935693740385,Granted,High
1682,Economic,['Cyber Laws'],12,0,0.9279342012370216,0.1105863439639547,Granted,High
1683,Economic,"['IPC 307', 'Economic Offenses Act', 'IPC 379']",10,1,0.4540965933775366,0.6277327355622657,Granted,Low
1684,Cyber Crime,"['IPC 307', 'IPC 420']",25,1,0.7344870403224036,0.1867462845973269,Granted,High
1685,Non-violent,"['IPC 379', 'Cyber Laws', 'Narcotics Act']",25,1,0.3671738144312921,0.5102159340784042,Rejected,Middle
1686,Economic,"['IPC 379', 'IPC 307']",11,0,0.0188808785762346,0.5291032676604385,Rejected,Low
1687,Economic,['Cyber Laws'],36,1,0.1005303586918359,0.8762033622249848,Granted,Middle
1688,Drug-related,"['Cyber Laws', 'IPC 379', 'IPC 379']",39,1,0.4962194794899244,0.4624942740124381,Granted,Middle
1689,Drug-related,"['IPC 379', 'Economic Offenses Act']",26,0,0.6899643571263624,0.2794424222358942,Rejected,Middle
1690,Violent,['Narcotics Act'],14,0,0.334735326579279,0.2309663482160315,Granted,Middle
1691,Cyber Crime,['Narcotics Act'],39,1,0.6954884591776503,0.8742518766843361,Rejected,Middle
1692,Violent,"['Cyber Laws', 'IPC 420', 'IPC 379']",40,0,0.698635589431956,0.1710108544182284,Granted,Low
1693,Drug-related,"['IPC 379', 'Cyber Laws', 'Narcotics Act']",1,0,0.7039359073278308,0.4258685608831437,Rejected,Middle
1694,Non-violent,"['IPC 379', 'IPC 302', 'IPC 379']",4,0,0.4925218540205084,0.187173114926947,Granted,Low
1695,Drug-related,"['Economic Offenses Act', 'IPC 420']",30,1,0.914886150121504,0.7733040401143754,Granted,High
1696,Cyber Crime,"['IPC 302', 'IPC 379', 'IPC 379']",12,1,0.4891965179806156,0.474372639974619,Granted,Middle
1697,Drug-related,"['Narcotics Act', 'IPC 302']",35,0,0.4502651934966382,0.351143690556812,Rejected,Middle
1698,Cyber Crime,"['Economic Offenses Act', 'IPC 420']",13,0,0.199380819010627,0.3610996406264668,Rejected,High
1699,Cyber Crime,['IPC 302'],31,0,0.3076550873563365,0.8522142067229794,Rejected,Low
1700,Cyber Crime,"['Economic Offenses Act', 'IPC 302', 'IPC 379']",38,1,0.0423344925183033,0.5537739542944381,Granted,Middle
1701,Cyber Crime,['IPC 379'],43,0,0.6335352936161702,0.7178678511312636,Granted,High
1702,Cyber Crime,"['Cyber Laws', 'IPC 379', 'IPC 420']",23,0,0.2485357439270928,0.8970385162506845,Granted,High
1703,Non-violent,"['Economic Offenses Act', 'Narcotics Act']",4,1,0.3041552544854651,0.901741676040642,Granted,Middle
1704,Violent,['Economic Offenses Act'],16,0,0.7708145216643212,0.3285090543378631,Granted,Low
1705,Economic,"['IPC 302', 'IPC 420', 'IPC 420']",7,1,0.3272211831614539,0.9524512631463852,Granted,Low
1706,Violent,"['IPC 307', 'IPC 307', 'Cyber Laws']",22,1,0.2421958920131421,0.0248758820146054,Rejected,Middle
1707,Cyber Crime,"['IPC 307', 'Economic Offenses Act']",29,1,0.1690577491337057,0.3768355610161656,Rejected,High
1708,Non-violent,"['Cyber Laws', 'IPC 379', 'Economic Offenses Act']",11,0,0.7748584021819559,0.8957988575088416,Rejected,Middle
1709,Drug-related,"['IPC 420', 'Economic Offenses Act']",33,0,0.1297062579900268,0.2746368798169829,Granted,Low
1710,Non-violent,"['IPC 379', 'Cyber Laws', 'Economic Offenses Act']",29,1,0.4537537602503535,0.2730814503213183,Rejected,High
1711,Cyber Crime,['IPC 302'],39,0,0.5069301160771944,0.3026222850818887,Granted,Middle
1712,Non-violent,"['Narcotics Act', 'Cyber Laws']",12,1,0.6873899126857146,0.6123133848469222,Granted,High
1713,Non-violent,['Narcotics Act'],7,0,0.6332834823329955,0.4383327756143538,Rejected,Low
1714,Cyber Crime,['IPC 307'],39,1,0.8107206729451748,0.7267348363533426,Granted,Low
1715,Non-violent,"['Economic Offenses Act', 'IPC 420']",42,1,0.0447514339262381,0.8949106425646658,Granted,Low
1716,Economic,"['IPC 302', 'Narcotics Act']",26,0,0.2964407247793972,0.6741993749428606,Granted,Middle
1717,Economic,"['IPC 307', 'Cyber Laws']",40,0,0.2801341187753797,0.2044667201975755,Granted,High
1718,Non-violent,"['Narcotics Act', 'Economic Offenses Act', 'Economic Offenses Act']",9,0,0.1460169055921082,0.9326819023605022,Granted,Middle
1719,Drug-related,['IPC 302'],41,0,0.2891782538564431,0.2644928733474785,Rejected,Middle
1720,Cyber Crime,"['Cyber Laws', 'IPC 379']",34,1,0.3097653141429034,0.1498942953281581,Rejected,Middle
1721,Economic,"['IPC 307', 'IPC 302']",45,1,0.5218844619274783,0.0899672788609609,Granted,Middle
1722,Drug-related,['Cyber Laws'],13,0,0.6637044789262561,0.5633837406661656,Granted,High
1723,Non-violent,['Cyber Laws'],36,0,0.3811005136118141,0.1137624624806518,Rejected,High
1724,Drug-related,['IPC 420'],25,1,0.7194702313133812,0.1387758841126307,Rejected,Middle
1725,Violent,['Narcotics Act'],24,0,0.33616533857958,0.3000304805954966,Rejected,Middle
1726,Economic,['Cyber Laws'],44,0,0.2902836773147603,0.2816530096844638,Granted,Low
1727,Non-violent,"['Narcotics Act', 'IPC 307', 'IPC 307']",17,0,0.5411880558570243,0.6042395103321423,Rejected,Low
1728,Cyber Crime,['IPC 379'],2,0,0.0237163603057906,0.8167452794726815,Rejected,High
1729,Non-violent,['IPC 307'],13,1,0.0797891236340003,0.7613496562028924,Granted,Low
1730,Cyber Crime,"['IPC 307', 'IPC 420', 'Narcotics Act']",31,1,0.417969543586527,0.2624844547164767,Granted,High
1731,Non-violent,"['IPC 307', 'Cyber Laws', 'Cyber Laws']",29,0,0.9429127113917564,0.2453104979859799,Rejected,High
1732,Drug-related,['Economic Offenses Act'],28,1,0.7215117798434236,0.9657915301069676,Granted,High
1733,Drug-related,['Narcotics Act'],27,0,0.0881265695005577,0.0082362415919601,Rejected,Low
1734,Drug-related,['IPC 420'],15,0,0.8463180127808737,0.8797205330602158,Rejected,Low
1735,Violent,"['IPC 302', 'Narcotics Act', 'IPC 302']",31,0,0.732300770608181,0.1997285191224049,Granted,High
1736,Cyber Crime,['IPC 307'],40,1,0.6109465257026532,0.9472843230897678,Granted,High
1737,Drug-related,['IPC 307'],15,1,0.8202929606091773,0.3423072848275197,Rejected,Middle
1738,Violent,['IPC 379'],33,1,0.4041098477429571,0.4403517738932523,Granted,High
1739,Cyber Crime,"['Cyber Laws', 'Cyber Laws']",20,1,0.2215010508538527,0.707120613944381,Granted,High
1740,Non-violent,"['Economic Offenses Act', 'Narcotics Act']",42,1,0.5120233891087593,0.5876690514732603,Granted,Middle
1741,Violent,"['IPC 379', 'Cyber Laws']",12,0,0.5488417555934738,0.3179393297068228,Granted,High
1742,Economic,['IPC 307'],37,0,0.5383263720099121,0.5538309158678235,Granted,High
1743,Violent,"['IPC 302', 'Economic Offenses Act', 'IPC 302']",9,1,0.5650737914801053,0.7307068843628862,Granted,High
1744,Violent,['IPC 420'],23,1,0.9487049182391808,0.042334945902492,Granted,Middle
1745,Cyber Crime,['IPC 307'],8,1,0.9022456230962314,0.0111993052557041,Rejected,Low
1746,Non-violent,"['IPC 379', 'IPC 379', 'IPC 302']",32,0,0.8757170365589394,0.4580669390728913,Granted,High
1747,Economic,"['IPC 302', 'Economic Offenses Act']",14,1,0.8014168109086272,0.1318366178035142,Rejected,Middle
1748,Drug-related,"['Cyber Laws', 'IPC 307']",27,0,0.9434281072652854,0.6643442914647144,Granted,High
1749,Drug-related,"['IPC 307', 'IPC 307', 'IPC 302']",25,0,0.0984946416794032,0.2140524562274341,Rejected,Middle
1750,Violent,['IPC 307'],13,1,0.2651232614457395,0.4328511067956709,Granted,High
1751,Cyber Crime,"['Narcotics Act', 'IPC 302']",21,0,0.4950559456545849,0.1976709368742689,Rejected,Middle
1752,Cyber Crime,['IPC 379'],45,0,0.8465344931234052,0.5484835857491245,Granted,Low
1753,Drug-related,"['Narcotics Act', 'IPC 307', 'IPC 302']",31,1,0.5051657115227325,0.1160534593845689,Rejected,Low
1754,Economic,"['IPC 307', 'Economic Offenses Act', 'Cyber Laws']",37,0,0.7480347393415887,0.0231068527874802,Granted,Low
1755,Non-violent,"['Cyber Laws', 'IPC 307', 'IPC 307']",43,1,0.1389599052489162,0.0511316381066971,Granted,High
1756,Economic,"['IPC 420', 'IPC 379']",5,0,0.2524138129765602,0.95425844151531,Rejected,Middle
1757,Non-violent,"['IPC 307', 'IPC 307', 'Economic Offenses Act']",13,1,0.7317760950376724,0.1422862186109358,Rejected,High
1758,Drug-related,"['Cyber Laws', 'IPC 307']",28,1,0.164734008887724,0.7084782531368352,Granted,High
1759,Non-violent,['IPC 420'],43,0,0.3513559346549267,0.0679262042228262,Rejected,Middle
1760,Cyber Crime,"['IPC 302', 'IPC 420']",25,1,0.2648662578135714,0.1081603522351821,Rejected,High
1761,Violent,"['IPC 379', 'Narcotics Act']",35,0,0.3498616942224785,0.5088762514093347,Granted,Middle
1762,Violent,['IPC 307'],47,0,0.7083240490779703,0.4648709301543436,Rejected,Middle
1763,Drug-related,"['IPC 302', 'IPC 379']",39,1,0.367847181142801,0.9515803094398696,Granted,Low
1764,Cyber Crime,"['IPC 420', 'IPC 307', 'IPC 379']",7,0,0.5552633226079402,0.9448354530207372,Rejected,Low
1765,Economic,"['Cyber Laws', 'IPC 420', 'IPC 379']",38,1,0.0999318770544096,0.7796086425424651,Granted,Low
1766,Cyber Crime,"['IPC 302', 'Cyber Laws']",32,0,0.8050176932346278,0.6021018301273497,Rejected,Middle
1767,Violent,['IPC 302'],3,0,0.3698886256481248,0.454960317393011,Granted,Low
1768,Violent,"['Economic Offenses Act', 'IPC 379', 'Cyber Laws']",45,1,0.6485341590333424,0.356178534328421,Granted,Middle
1769,Cyber Crime,"['IPC 302', 'Economic Offenses Act', 'IPC 420']",39,0,0.7253896016618326,0.9470875469755554,Rejected,High
1770,Cyber Crime,"['Cyber Laws', 'Cyber Laws', 'Narcotics Act']",37,0,0.2096609221117004,0.6029088114246856,Rejected,Low
1771,Violent,"['IPC 379', 'IPC 420']",22,0,0.88467498495335,0.5790725276859945,Granted,Middle
1772,Economic,"['Narcotics Act', 'IPC 379']",8,0,0.6162242516069529,0.2319011217689148,Granted,Middle
1773,Drug-related,['IPC 307'],17,0,0.4287251417514814,0.046697817885113,Rejected,Middle
1774,Drug-related,"['IPC 302', 'Economic Offenses Act']",27,0,0.1823351835782195,0.9451885797595444,Rejected,Middle
1775,Cyber Crime,"['IPC 307', 'Economic Offenses Act']",33,0,0.9423009379012068,0.3137352588446539,Rejected,Low
1776,Drug-related,"['IPC 302', 'Cyber Laws']",46,0,0.7550682041316251,0.4425890233244587,Rejected,Low
1777,Violent,"['Economic Offenses Act', 'IPC 302']",17,1,0.2080245627332488,0.1146399435857068,Rejected,Low
1778,Violent,"['Cyber Laws', 'Cyber Laws', 'IPC 379']",42,0,0.3377107747242245,0.836924329909292,Rejected,Middle
1779,Cyber Crime,"['IPC 379', 'IPC 302', 'IPC 420']",12,0,0.8096742580880733,0.0276318328559306,Granted,High
1780,Cyber Crime,"['IPC 379', 'IPC 307']",46,1,0.695677663215339,0.8339907620990965,Rejected,Middle
1781,Cyber Crime,['IPC 302'],27,1,0.7657842927157243,0.1402850127879668,Rejected,High
1782,Economic,['Narcotics Act'],8,1,0.4412011022129324,0.8865641126311521,Rejected,Low
1783,Drug-related,"['Narcotics Act', 'IPC 302']",23,0,0.7164762626421669,0.7297726373361574,Rejected,Middle
1784,Cyber Crime,"['IPC 302', 'IPC 379', 'Narcotics Act']",42,1,0.3864937228639137,0.1646702625073051,Granted,Middle
1785,Non-violent,['IPC 420'],29,1,0.2112629169381964,0.5658179928594681,Granted,Low
1786,Non-violent,"['Narcotics Act', 'Cyber Laws', 'IPC 307']",20,0,0.63267703484136,0.3126563143552194,Granted,Middle
1787,Violent,['IPC 420'],16,0,0.9760139255987942,0.1782330989115834,Granted,High
1788,Drug-related,"['IPC 379', 'IPC 302']",17,1,0.3106009713953296,0.8591821994111084,Rejected,High
1789,Cyber Crime,['IPC 379'],16,1,0.4609695922125396,0.4035227665072294,Granted,High
1790,Non-violent,"['Economic Offenses Act', 'IPC 420', 'Narcotics Act']",19,0,0.6740013710698536,0.3985437143653825,Rejected,Middle
1791,Drug-related,"['IPC 420', 'Economic Offenses Act', 'IPC 307']",8,0,0.5415062821224879,0.16988667480662,Rejected,Middle
1792,Violent,"['Narcotics Act', 'IPC 420']",38,0,0.8434277957090492,0.3830656760857787,Granted,High
1793,Economic,"['Cyber Laws', 'Economic Offenses Act']",38,0,0.7617427064695159,0.8716168463288502,Granted,Middle
1794,Drug-related,"['IPC 307', 'IPC 307', 'IPC 307']",29,0,0.058297203862357,0.3631287104896359,Rejected,High
