Crime_Type,Charges_Filed,Time_Served_Months,Prior_Criminal_History,Risk_of_Flight,Influence_on_Trial,Bail_Decision,Socio_Economic_Status
Non-violent,"['Cyber Laws', 'IPC 420', 'Economic Offenses Act']",44,1,0.4329730498397063,0.9528038482491732,Granted,Middle
Cyber Crime,"['Narcotics Act', 'Narcotics Act']",31,1,0.07102456764932663,0.7945522944217055,Rejected,High
Economic,"['IPC 379', 'Economic Offenses Act', 'IPC 307']",47,0,0.4878766059980595,0.04001313053512434,Granted,High
Economic,"['IPC 420', 'IPC 379', 'Narcotics Act']",42,1,0.7021643286483125,0.33230991073995964,Granted,High
Economic,"['Narcotics Act', 'Economic Offenses Act', 'Narcotics Act']",20,0,0.5132199758278188,0.4705446849512227,Rejected,High
Violent,"['IPC 302', 'IPC 420', 'Cyber Laws']",19,1,0.8721060637465811,0.31451757220910526,Rejected,High
Cyber Crime,['Narcotics Act'],11,0,0.28893701665758265,0.7001875608304565,Rejected,High
Cyber Crime,['Economic Offenses Act'],40,0,0.08624917130396492,0.826269149862581,Granted,High
Drug-related,"['Economic Offenses Act', 'Cyber Laws', 'IPC 307']",3,1,0.9365656116580061,0.7313450951852716,Rejected,High
Drug-related,['Cyber Laws'],23,0,0.378196349528219,0.9893332868282753,Rejected,High
Drug-related,['Narcotics Act'],7,0,0.5764055514536334,0.2725476478930291,Rejected,Middle
Economic,['IPC 307'],23,1,0.792003126130196,0.8749894950244215,Rejected,Middle
Cyber Crime,"['Cyber Laws', 'IPC 302', 'IPC 302']",7,1,0.3243136638755806,0.7666226651744862,Rejected,Low
Economic,"['IPC 420', 'IPC 302']",46,0,0.7161645381776112,0.3621787575581461,Granted,High
Violent,['IPC 420'],34,1,0.13541884981782804,0.7341245436569687,Rejected,Middle
Drug-related,"['Cyber Laws', 'Cyber Laws']",42,0,0.29129374720550527,0.10407595641824696,Granted,Middle
Economic,['IPC 420'],19,0,0.1447106361365199,0.7893334823405523,Rejected,Middle
Economic,['Economic Offenses Act'],9,1,0.8112305584013578,0.5323306025871026,Rejected,Middle
Violent,"['Cyber Laws', 'Economic Offenses Act', 'Narcotics Act']",18,1,0.22264923522678537,0.29229017270925317,Granted,Middle
Non-violent,"['IPC 302', 'IPC 307', 'Cyber Laws']",41,0,0.7174035554052103,0.6557773017841801,Granted,Middle
Cyber Crime,['IPC 379'],45,1,0.9432983972456526,0.641619998714409,Granted,Low
Non-violent,"['IPC 420', 'IPC 307']",42,1,0.527772209068877,0.2094862227195997,Granted,Middle
Drug-related,"['IPC 420', 'Economic Offenses Act', 'IPC 302']",25,0,0.5400291922606877,0.030397414811526136,Rejected,Low
Economic,"['IPC 379', 'Economic Offenses Act', 'IPC 302']",14,0,0.46103356809781204,0.4336225869016739,Granted,Low
Violent,['IPC 420'],44,0,0.32589014339364275,0.5695118693444212,Rejected,High
Violent,"['IPC 302', 'IPC 307']",25,0,0.4756550309249171,0.8766052783705984,Rejected,High
Cyber Crime,"['IPC 307', 'Cyber Laws', 'Economic Offenses Act']",19,0,0.6028075322667594,0.9282167956475944,Rejected,High
Non-violent,"['Narcotics Act', 'Narcotics Act']",39,0,0.9859915721706594,0.5288052181567664,Granted,Middle
Cyber Crime,['IPC 302'],15,1,0.9377645593182242,0.7538034837685449,Granted,High
Economic,"['IPC 307', 'Economic Offenses Act']",16,0,0.8621529582931218,0.43930327232799693,Granted,Middle
Cyber Crime,"['IPC 307', 'IPC 307']",27,1,0.8891305357048583,0.746082156572893,Rejected,Middle
Violent,"['Narcotics Act', 'IPC 307', 'Economic Offenses Act']",40,1,0.46784918329204295,0.20480152493916692,Granted,High
Violent,"['IPC 420', 'Economic Offenses Act', 'Narcotics Act']",10,0,0.6574443271774648,0.3710647348035314,Granted,High
Drug-related,"['Economic Offenses Act', 'IPC 302']",4,1,0.8950667229362141,0.6342279988136148,Rejected,Low
Drug-related,"['IPC 379', 'IPC 379', 'IPC 379']",19,0,0.39295076499135306,0.01815796560707883,Granted,Low
Economic,"['Narcotics Act', 'IPC 307', 'Cyber Laws']",28,1,0.9617624783454688,0.722461310338954,Rejected,Middle
Non-violent,"['Cyber Laws', 'Narcotics Act']",21,0,0.415786062069183,0.8355355012681668,Granted,Middle
Cyber Crime,['IPC 302'],47,0,0.6010826653932156,0.39914166109395144,Granted,High
Economic,"['IPC 379', 'Economic Offenses Act', 'Cyber Laws']",14,0,0.7098047132723719,0.4479424171771643,Granted,High
Drug-related,"['Cyber Laws', 'IPC 379', 'IPC 307']",33,0,0.9505920130759383,0.851282212216531,Granted,Low
Cyber Crime,"['IPC 420', 'IPC 420', 'IPC 420']",10,1,0.24461627405226605,0.7756546353260334,Granted,High
Drug-related,"['IPC 302', 'IPC 379', 'IPC 420']",19,1,0.7461309782386423,0.288149489033375,Rejected,Middle
Cyber Crime,"['IPC 420', 'Narcotics Act', 'Cyber Laws']",30,1,0.5208155861440822,0.32397610656153897,Granted,High
Non-violent,['Narcotics Act'],22,1,0.26855714062064107,0.6788782323905966,Granted,Low
Economic,"['IPC 379', 'IPC 307']",3,1,0.7766068397963906,0.5631980924481612,Granted,Middle
Cyber Crime,"['IPC 379', 'Cyber Laws', 'Narcotics Act']",37,0,0.5522222801738466,0.16222957109649694,Granted,Low
Violent,"['Economic Offenses Act', 'IPC 420']",41,0,0.6609738206496758,0.3099299092291664,Granted,Low
Violent,"['Cyber Laws', 'IPC 420']",18,0,0.322901068577901,0.8999832768786541,Granted,Middle
Cyber Crime,"['IPC 420', 'Narcotics Act', 'Cyber Laws']",11,0,0.481273951827605,0.6881744367222634,Granted,Low
Cyber Crime,"['Economic Offenses Act', 'Cyber Laws', 'Narcotics Act']",2,0,0.6173542509880671,0.9859743176855195,Rejected,High
Cyber Crime,"['Narcotics Act', 'IPC 302']",12,1,0.404910814269844,0.7670125299807694,Rejected,High
Violent,['IPC 302'],6,0,0.1983725398477013,0.9419744321435902,Granted,Low
Violent,"['Economic Offenses Act', 'IPC 379']",43,0,0.961640492315304,0.2161885738704754,Rejected,High
Cyber Crime,"['IPC 379', 'IPC 379', 'Economic Offenses Act']",40,1,0.5114675400426174,0.7714848748169257,Granted,Low
Drug-related,"['Narcotics Act', 'IPC 379']",44,1,0.7339203702877005,0.02021752014779743,Rejected,High
Drug-related,"['Economic Offenses Act', 'Economic Offenses Act']",29,0,0.4110471935560581,0.6707600217115339,Granted,Low
Non-violent,['Narcotics Act'],30,0,0.35513176402571633,0.46928227812024137,Granted,High
Economic,['Economic Offenses Act'],2,1,0.407164298467125,0.34676007192006864,Rejected,Middle
Drug-related,"['IPC 379', 'Narcotics Act', 'IPC 420']",9,0,0.4091966437856498,0.8624043522930891,Granted,Middle
Violent,"['IPC 379', 'Economic Offenses Act']",47,0,0.5441801159419536,0.8542676926575307,Rejected,High
Drug-related,"['IPC 307', 'Economic Offenses Act', 'IPC 307']",2,0,0.5434698699813632,0.022301704898643582,Granted,Low
Non-violent,"['Cyber Laws', 'IPC 379', 'IPC 302']",29,1,0.49715381588287166,0.609505122449431,Granted,High
Non-violent,['Narcotics Act'],33,0,0.1347857849174381,0.3678322243209564,Granted,Low
Economic,['Economic Offenses Act'],10,0,0.49607547850053113,0.41566100150044916,Granted,High
Drug-related,['IPC 307'],34,1,0.1691039004206515,0.832040739218776,Rejected,High
Violent,['Narcotics Act'],44,1,0.12613578629576516,0.3098397715276783,Granted,Middle
Violent,['Economic Offenses Act'],8,1,0.9326457173411677,0.9430488106376201,Rejected,Low
Cyber Crime,['Cyber Laws'],37,0,0.6049500131477042,0.17963382637214076,Rejected,Low
Violent,['IPC 420'],33,1,0.6594900581245843,0.6627224233681778,Granted,Low
Economic,['IPC 420'],47,0,0.4017936703333638,0.6721050670137647,Granted,Low
Economic,['IPC 307'],6,1,0.9089808919148642,0.2521951614279182,Rejected,Low
Violent,['IPC 307'],44,0,0.6379304895796655,0.324750608967202,Rejected,Middle
Violent,"['IPC 302', 'Cyber Laws']",40,1,0.7691698695235875,0.8347984925799404,Granted,High
Cyber Crime,"['IPC 302', 'Narcotics Act', 'Cyber Laws']",45,0,0.36856246902771383,0.7618052549549524,Rejected,Low
Violent,"['Narcotics Act', 'IPC 379']",19,0,0.9600118808191255,0.32909588031475956,Rejected,Low
Cyber Crime,"['IPC 307', 'IPC 379']",32,1,0.820461290158315,0.5339565469349339,Rejected,High
Cyber Crime,"['Narcotics Act', 'IPC 379', 'IPC 302']",27,1,0.8539484630145436,0.06168029625309546,Granted,Middle
Violent,"['IPC 307', 'IPC 302', 'IPC 420']",1,0,0.17219426742575428,0.20874588239862923,Rejected,Middle
Non-violent,['Narcotics Act'],43,1,0.2709632078712195,0.4858205588603991,Rejected,Middle
Non-violent,"['Cyber Laws', 'IPC 302', 'IPC 420']",33,0,0.28562659968357706,0.0859737352792116,Rejected,High
Cyber Crime,['Narcotics Act'],40,1,0.27090922324687117,0.8433323548919375,Rejected,High
Violent,['IPC 420'],32,1,0.8554081621042879,0.7180062101076479,Granted,Middle
Non-violent,"['IPC 379', 'IPC 307']",5,0,0.03188479520859211,0.9436336706484948,Granted,Middle
Violent,['IPC 307'],17,1,0.0760999889807743,0.6934669059640272,Rejected,High
Violent,['IPC 379'],8,1,0.2739148706299037,0.9404013722621856,Rejected,Middle
Violent,"['IPC 379', 'IPC 302', 'Cyber Laws']",42,0,0.19987297464944365,0.554512555690965,Rejected,Low
Drug-related,"['IPC 302', 'IPC 302', 'IPC 307']",34,0,0.23185961388284837,0.6002186110619694,Granted,High
Violent,"['IPC 302', 'IPC 307', 'IPC 420']",9,1,0.7979431892533,0.9769710546262609,Granted,Middle
Drug-related,"['IPC 307', 'IPC 307', 'IPC 302']",23,0,0.5631265938920469,0.6421291468642604,Rejected,Low
Cyber Crime,['Narcotics Act'],35,1,0.0057706612929679935,0.0307865688607466,Rejected,High
Non-violent,"['Narcotics Act', 'IPC 307']",7,1,0.42932276570419525,0.7238027766305233,Granted,High
Non-violent,"['IPC 302', 'IPC 379']",15,0,0.40788492685035893,0.9054686921374157,Rejected,Low
Non-violent,"['Economic Offenses Act', 'IPC 307', 'IPC 307']",20,0,0.11394526944454353,0.7955802497943266,Rejected,High
Non-violent,"['IPC 302', 'IPC 420']",25,0,0.6761417886014571,0.5838332726254226,Granted,Middle
Non-violent,"['IPC 420', 'IPC 420']",3,0,0.7020971883794911,0.6713035130935163,Granted,High
Non-violent,['IPC 302'],46,0,0.7208932190520977,0.9901917892516717,Granted,Middle
Non-violent,"['Economic Offenses Act', 'IPC 420', 'Economic Offenses Act']",24,0,0.728470945558592,0.09066208850933832,Granted,Low
Cyber Crime,['Narcotics Act'],34,1,5.282693229680113e-05,0.6672448286332395,Granted,Low
Violent,['IPC 307'],46,1,0.9539208038467222,0.2833976945705938,Rejected,High
Economic,['Economic Offenses Act'],22,0,0.814208767054663,0.6400903965861701,Granted,Low
Drug-related,"['IPC 302', 'IPC 420', 'Narcotics Act']",11,1,0.9039816965892853,0.6076235758839388,Granted,Low
Economic,"['Narcotics Act', 'IPC 420', 'Economic Offenses Act']",8,1,0.015643295307434135,0.15345683210816208,Granted,High
Economic,"['Economic Offenses Act', 'IPC 307']",39,1,0.9338587957857394,0.20674664574023915,Granted,Middle
Violent,['Narcotics Act'],43,1,0.8097885286881047,0.6216295780432135,Granted,High
Violent,"['Narcotics Act', 'IPC 307']",35,0,0.8372191429586986,0.12822994730377413,Granted,High
Violent,['Economic Offenses Act'],46,1,0.09328738472196851,0.26518087513032285,Rejected,Middle
Non-violent,['IPC 379'],38,1,0.7387780289185977,0.8352455477380024,Granted,Middle
Cyber Crime,"['Cyber Laws', 'IPC 302', 'Cyber Laws']",8,0,0.959916689642091,0.3270915060016386,Rejected,Middle
Non-violent,['IPC 379'],37,0,0.6785473414181606,0.4880601562696629,Rejected,High
Cyber Crime,"['Narcotics Act', 'Narcotics Act', 'IPC 307']",27,0,0.5705614046246065,0.9411403351458403,Granted,Middle
Cyber Crime,['IPC 420'],28,0,0.945629677748997,0.2271490888369463,Granted,Low
Economic,['IPC 420'],40,1,0.442937121734436,0.3896260173580104,Rejected,Middle
Economic,['IPC 307'],34,0,0.5992935663104787,0.6064577755435456,Rejected,Low
Cyber Crime,['IPC 420'],32,1,0.4763382934943662,0.7553389295039722,Rejected,Middle
Cyber Crime,"['IPC 307', 'Cyber Laws', 'IPC 420']",15,1,0.9328462213602992,0.9016533867127051,Granted,Low
Non-violent,"['Economic Offenses Act', 'Economic Offenses Act', 'Narcotics Act']",44,0,0.07608472676550726,0.9154729875735151,Rejected,Low
Non-violent,"['Narcotics Act', 'Cyber Laws', 'IPC 307']",17,0,0.5011197008253482,0.776640074372623,Granted,Low
Economic,"['Narcotics Act', 'Economic Offenses Act', 'Economic Offenses Act']",33,0,0.6869524413854383,0.22833083659331044,Granted,Low
Violent,['Economic Offenses Act'],47,0,0.7919065384222369,0.024809330042565803,Rejected,Low
Cyber Crime,"['IPC 420', 'IPC 420']",46,0,0.5830186474441363,0.3837739303556238,Granted,Middle
Non-violent,"['IPC 302', 'Narcotics Act', 'IPC 307']",16,0,0.908917744121454,0.14154885098782333,Granted,High
Economic,['Narcotics Act'],29,1,0.9419914468838717,0.7103876474382981,Rejected,High
Non-violent,"['Economic Offenses Act', 'IPC 420']",9,1,0.06431922319358352,0.6611305868257168,Rejected,High
Cyber Crime,"['Economic Offenses Act', 'Cyber Laws']",33,1,0.40237053954137436,0.04397164162145484,Granted,High
Cyber Crime,"['IPC 307', 'IPC 379', 'IPC 307']",29,1,0.02345902172115444,0.8365937791309511,Rejected,High
Drug-related,"['Cyber Laws', 'IPC 420', 'Narcotics Act']",13,0,0.3294166573744429,0.24874326629118226,Granted,Low
Violent,"['Cyber Laws', 'IPC 379', 'IPC 420']",21,0,0.5368682179706021,0.4322270754910422,Rejected,Middle
Drug-related,"['Cyber Laws', 'Economic Offenses Act', 'Cyber Laws']",21,1,0.9107949305099489,0.6679337354557424,Rejected,Low
Economic,['IPC 420'],5,1,0.8465543224654029,0.4294187868522533,Rejected,Middle
Non-violent,"['IPC 302', 'IPC 420', 'Economic Offenses Act']",10,1,0.12749972667198572,0.4412878027999434,Rejected,Middle
Economic,"['Economic Offenses Act', 'Cyber Laws', 'IPC 302']",6,0,0.0930303747408957,0.06562799533574037,Granted,Middle
Cyber Crime,"['Cyber Laws', 'IPC 420', 'Economic Offenses Act']",13,0,0.589267338756667,0.4014435492600038,Rejected,Middle
Drug-related,"['IPC 379', 'IPC 302']",1,0,0.5321179724587827,0.7648478932199835,Granted,High
Drug-related,['Economic Offenses Act'],20,1,0.26637764143002385,0.9151763371865977,Granted,Middle
Drug-related,"['IPC 379', 'IPC 307']",47,1,0.8994530845538352,0.41349713706337177,Rejected,Middle
Economic,"['IPC 307', 'IPC 302', 'Economic Offenses Act']",46,0,0.9273664094615535,0.42358582687907886,Rejected,High
Cyber Crime,['Narcotics Act'],8,0,0.40261143834016266,0.7026271063236521,Rejected,Low
Non-violent,"['IPC 379', 'IPC 307', 'IPC 307']",10,1,0.8903025571135202,0.9427720011052766,Rejected,Low
Non-violent,['Cyber Laws'],9,1,0.38394889426297263,0.2670609402393602,Rejected,Low
Economic,"['Economic Offenses Act', 'Cyber Laws']",41,0,0.7368168318297001,0.44014420653793684,Granted,Low
Drug-related,['Cyber Laws'],3,1,0.47594221754772414,0.7959732435523011,Rejected,Middle
Violent,['Economic Offenses Act'],11,0,0.12258315650718299,0.6096935693740385,Granted,High
Economic,['Cyber Laws'],12,0,0.9279342012370215,0.11058634396395473,Granted,High
Economic,"['IPC 307', 'Economic Offenses Act', 'IPC 379']",10,1,0.4540965933775366,0.6277327355622657,Granted,Low
Cyber Crime,"['IPC 307', 'IPC 420']",25,1,0.7344870403224036,0.1867462845973269,Granted,High
Non-violent,"['IPC 379', 'Cyber Laws', 'Narcotics Act']",25,1,0.36717381443129216,0.5102159340784042,Rejected,Middle
Economic,"['IPC 379', 'IPC 307']",11,0,0.01888087857623466,0.5291032676604385,Rejected,Low
Economic,['Cyber Laws'],36,1,0.10053035869183591,0.8762033622249848,Granted,Middle
Drug-related,"['Cyber Laws', 'IPC 379', 'IPC 379']",39,1,0.4962194794899244,0.46249427401243814,Granted,Middle
Drug-related,"['IPC 379', 'Economic Offenses Act']",26,0,0.6899643571263624,0.2794424222358942,Rejected,Middle
Violent,['Narcotics Act'],14,0,0.33473532657927907,0.23096634821603157,Granted,Middle
Cyber Crime,['Narcotics Act'],39,1,0.6954884591776503,0.8742518766843361,Rejected,Middle
Violent,"['Cyber Laws', 'IPC 420', 'IPC 379']",40,0,0.698635589431956,0.1710108544182284,Granted,Low
Drug-related,"['IPC 379', 'Cyber Laws', 'Narcotics Act']",1,0,0.7039359073278308,0.42586856088314373,Rejected,Middle
Non-violent,"['IPC 379', 'IPC 302', 'IPC 379']",4,0,0.4925218540205084,0.187173114926947,Granted,Low
Drug-related,"['Economic Offenses Act', 'IPC 420']",30,1,0.914886150121504,0.7733040401143754,Granted,High
Cyber Crime,"['IPC 302', 'IPC 379', 'IPC 379']",12,1,0.4891965179806156,0.474372639974619,Granted,Middle
Drug-related,"['Narcotics Act', 'IPC 302']",35,0,0.4502651934966382,0.35114369055681205,Rejected,Middle
Cyber Crime,"['Economic Offenses Act', 'IPC 420']",13,0,0.199380819010627,0.3610996406264668,Rejected,High
Cyber Crime,['IPC 302'],31,0,0.3076550873563365,0.8522142067229794,Rejected,Low
Cyber Crime,"['Economic Offenses Act', 'IPC 302', 'IPC 379']",38,1,0.042334492518303346,0.5537739542944381,Granted,Middle
Cyber Crime,['IPC 379'],43,0,0.6335352936161702,0.7178678511312636,Granted,High
Cyber Crime,"['Cyber Laws', 'IPC 379', 'IPC 420']",23,0,0.24853574392709288,0.8970385162506845,Granted,High
Non-violent,"['Economic Offenses Act', 'Narcotics Act']",4,1,0.3041552544854651,0.901741676040642,Granted,Middle
Violent,['Economic Offenses Act'],16,0,0.7708145216643212,0.32850905433786315,Granted,Low
Economic,"['IPC 302', 'IPC 420', 'IPC 420']",7,1,0.3272211831614539,0.9524512631463853,Granted,Low
Violent,"['IPC 307', 'IPC 307', 'Cyber Laws']",22,1,0.24219589201314218,0.024875882014605444,Rejected,Middle
Cyber Crime,"['IPC 307', 'Economic Offenses Act']",29,1,0.16905774913370575,0.37683556101616567,Rejected,High
Non-violent,"['Cyber Laws', 'IPC 379', 'Economic Offenses Act']",11,0,0.7748584021819559,0.8957988575088416,Rejected,Middle
Drug-related,"['IPC 420', 'Economic Offenses Act']",33,0,0.12970625799002689,0.2746368798169829,Granted,Low
Non-violent,"['IPC 379', 'Cyber Laws', 'Economic Offenses Act']",29,1,0.4537537602503535,0.27308145032131836,Rejected,High
Cyber Crime,['IPC 302'],39,0,0.5069301160771944,0.3026222850818887,Granted,Middle
Non-violent,"['Narcotics Act', 'Cyber Laws']",12,1,0.6873899126857146,0.6123133848469222,Granted,High
Non-violent,['Narcotics Act'],7,0,0.6332834823329955,0.4383327756143538,Rejected,Low
Cyber Crime,['IPC 307'],39,1,0.8107206729451748,0.7267348363533426,Granted,Low
Non-violent,"['Economic Offenses Act', 'IPC 420']",42,1,0.04475143392623815,0.8949106425646658,Granted,Low
Economic,"['IPC 302', 'Narcotics Act']",26,0,0.2964407247793972,0.6741993749428606,Granted,Middle
Economic,"['IPC 307', 'Cyber Laws']",40,0,0.28013411877537975,0.2044667201975755,Granted,High
Non-violent,"['Narcotics Act', 'Economic Offenses Act', 'Economic Offenses Act']",9,0,0.14601690559210823,0.9326819023605022,Granted,Middle
Drug-related,['IPC 302'],41,0,0.28917825385644313,0.2644928733474785,Rejected,Middle
Cyber Crime,"['Cyber Laws', 'IPC 379']",34,1,0.3097653141429034,0.14989429532815812,Rejected,Middle
Economic,"['IPC 307', 'IPC 302']",45,1,0.5218844619274783,0.0899672788609609,Granted,Middle
Drug-related,['Cyber Laws'],13,0,0.6637044789262561,0.5633837406661656,Granted,High
Non-violent,['Cyber Laws'],36,0,0.3811005136118141,0.1137624624806518,Rejected,High
Drug-related,['IPC 420'],25,1,0.7194702313133812,0.13877588411263075,Rejected,Middle
Violent,['Narcotics Act'],24,0,0.33616533857958,0.30003048059549664,Rejected,Middle
Economic,['Cyber Laws'],44,0,0.29028367731476035,0.28165300968446383,Granted,Low
Non-violent,"['Narcotics Act', 'IPC 307', 'IPC 307']",17,0,0.5411880558570243,0.6042395103321423,Rejected,Low
Cyber Crime,['IPC 379'],2,0,0.023716360305790607,0.8167452794726815,Rejected,High
Non-violent,['IPC 307'],13,1,0.07978912363400037,0.7613496562028924,Granted,Low
Cyber Crime,"['IPC 307', 'IPC 420', 'Narcotics Act']",31,1,0.41796954358652705,0.26248445471647674,Granted,High
Non-violent,"['IPC 307', 'Cyber Laws', 'Cyber Laws']",29,0,0.9429127113917565,0.24531049798597993,Rejected,High
Drug-related,['Economic Offenses Act'],28,1,0.7215117798434236,0.9657915301069676,Granted,High
Drug-related,['Narcotics Act'],27,0,0.08812656950055775,0.008236241591960125,Rejected,Low
Drug-related,['IPC 420'],15,0,0.8463180127808737,0.8797205330602158,Rejected,Low
Violent,"['IPC 302', 'Narcotics Act', 'IPC 302']",31,0,0.732300770608181,0.19972851912240497,Granted,High
Cyber Crime,['IPC 307'],40,1,0.6109465257026532,0.9472843230897678,Granted,High
Drug-related,['IPC 307'],15,1,0.8202929606091773,0.3423072848275197,Rejected,Middle
Violent,['IPC 379'],33,1,0.4041098477429571,0.4403517738932523,Granted,High
Cyber Crime,"['Cyber Laws', 'Cyber Laws']",20,1,0.22150105085385274,0.707120613944381,Granted,High
Non-violent,"['Economic Offenses Act', 'Narcotics Act']",42,1,0.5120233891087593,0.5876690514732603,Granted,Middle
Violent,"['IPC 379', 'Cyber Laws']",12,0,0.5488417555934738,0.3179393297068228,Granted,High
Economic,['IPC 307'],37,0,0.5383263720099121,0.5538309158678235,Granted,High
Violent,"['IPC 302', 'Economic Offenses Act', 'IPC 302']",9,1,0.5650737914801053,0.7307068843628862,Granted,High
Violent,['IPC 420'],23,1,0.9487049182391808,0.042334945902492094,Granted,Middle
Cyber Crime,['IPC 307'],8,1,0.9022456230962314,0.011199305255704117,Rejected,Low
Non-violent,"['IPC 379', 'IPC 379', 'IPC 302']",32,0,0.8757170365589394,0.4580669390728913,Granted,High
Economic,"['IPC 302', 'Economic Offenses Act']",14,1,0.8014168109086272,0.1318366178035142,Rejected,Middle
Drug-related,"['Cyber Laws', 'IPC 307']",27,0,0.9434281072652854,0.6643442914647144,Granted,High
Drug-related,"['IPC 307', 'IPC 307', 'IPC 302']",25,0,0.09849464167940325,0.21405245622743418,Rejected,Middle
Violent,['IPC 307'],13,1,0.2651232614457395,0.43285110679567096,Granted,High
Cyber Crime,"['Narcotics Act', 'IPC 302']",21,0,0.4950559456545849,0.19767093687426895,Rejected,Middle
Cyber Crime,['IPC 379'],45,0,0.8465344931234052,0.5484835857491245,Granted,Low
Drug-related,"['Narcotics Act', 'IPC 307', 'IPC 302']",31,1,0.5051657115227325,0.1160534593845689,Rejected,Low
Economic,"['IPC 307', 'Economic Offenses Act', 'Cyber Laws']",37,0,0.7480347393415887,0.02310685278748026,Granted,Low
Non-violent,"['Cyber Laws', 'IPC 307', 'IPC 307']",43,1,0.13895990524891622,0.051131638106697186,Granted,High
Economic,"['IPC 420', 'IPC 379']",5,0,0.2524138129765602,0.9542584415153099,Rejected,Middle
Non-violent,"['IPC 307', 'IPC 307', 'Economic Offenses Act']",13,1,0.7317760950376724,0.14228621861093582,Rejected,High
Drug-related,"['Cyber Laws', 'IPC 307']",28,1,0.16473400888772405,0.7084782531368352,Granted,High
Non-violent,['IPC 420'],43,0,0.35135593465492676,0.06792620422282625,Rejected,Middle
Cyber Crime,"['IPC 302', 'IPC 420']",25,1,0.2648662578135714,0.10816035223518217,Rejected,High
Violent,"['IPC 379', 'Narcotics Act']",35,0,0.3498616942224785,0.5088762514093347,Granted,Middle
Violent,['IPC 307'],47,0,0.7083240490779703,0.46487093015434366,Rejected,Middle
Drug-related,"['IPC 302', 'IPC 379']",39,1,0.367847181142801,0.9515803094398696,Granted,Low
Cyber Crime,"['IPC 420', 'IPC 307', 'IPC 379']",7,0,0.5552633226079402,0.9448354530207373,Rejected,Low
Economic,"['Cyber Laws', 'IPC 420', 'IPC 379']",38,1,0.09993187705440965,0.7796086425424651,Granted,Low
Cyber Crime,"['IPC 302', 'Cyber Laws']",32,0,0.8050176932346278,0.6021018301273497,Rejected,Middle
Violent,['IPC 302'],3,0,0.36988862564812486,0.454960317393011,Granted,Low
Violent,"['Economic Offenses Act', 'IPC 379', 'Cyber Laws']",45,1,0.6485341590333424,0.35617853432842106,Granted,Middle
Cyber Crime,"['IPC 302', 'Economic Offenses Act', 'IPC 420']",39,0,0.7253896016618326,0.9470875469755554,Rejected,High
Cyber Crime,"['Cyber Laws', 'Cyber Laws', 'Narcotics Act']",37,0,0.2096609221117004,0.6029088114246856,Rejected,Low
Violent,"['IPC 379', 'IPC 420']",22,0,0.88467498495335,0.5790725276859945,Granted,Middle
Economic,"['Narcotics Act', 'IPC 379']",8,0,0.6162242516069529,0.23190112176891486,Granted,Middle
Drug-related,['IPC 307'],17,0,0.42872514175148146,0.04669781788511307,Rejected,Middle
Drug-related,"['IPC 302', 'Economic Offenses Act']",27,0,0.18233518357821954,0.9451885797595444,Rejected,Middle
Cyber Crime,"['IPC 307', 'Economic Offenses Act']",33,0,0.9423009379012067,0.3137352588446539,Rejected,Low
Drug-related,"['IPC 302', 'Cyber Laws']",46,0,0.7550682041316251,0.4425890233244587,Rejected,Low
Violent,"['Economic Offenses Act', 'IPC 302']",17,1,0.20802456273324887,0.11463994358570684,Rejected,Low
Violent,"['Cyber Laws', 'Cyber Laws', 'IPC 379']",42,0,0.3377107747242245,0.836924329909292,Rejected,Middle
Cyber Crime,"['IPC 379', 'IPC 302', 'IPC 420']",12,0,0.8096742580880733,0.027631832855930627,Granted,High
Cyber Crime,"['IPC 379', 'IPC 307']",46,1,0.695677663215339,0.8339907620990965,Rejected,Middle
Cyber Crime,['IPC 302'],27,1,0.7657842927157243,0.1402850127879668,Rejected,High
Economic,['Narcotics Act'],8,1,0.4412011022129324,0.8865641126311521,Rejected,Low
Drug-related,"['Narcotics Act', 'IPC 302']",23,0,0.7164762626421669,0.7297726373361574,Rejected,Middle
Cyber Crime,"['IPC 302', 'IPC 379', 'Narcotics Act']",42,1,0.3864937228639137,0.1646702625073051,Granted,Middle
Non-violent,['IPC 420'],29,1,0.21126291693819643,0.5658179928594681,Granted,Low
Non-violent,"['Narcotics Act', 'Cyber Laws', 'IPC 307']",20,0,0.63267703484136,0.31265631435521946,Granted,Middle
Violent,['IPC 420'],16,0,0.9760139255987942,0.17823309891158345,Granted,High
Drug-related,"['IPC 379', 'IPC 302']",17,1,0.3106009713953296,0.8591821994111084,Rejected,High
Cyber Crime,['IPC 379'],16,1,0.46096959221253964,0.4035227665072294,Granted,High
Non-violent,"['Economic Offenses Act', 'IPC 420', 'Narcotics Act']",19,0,0.6740013710698536,0.3985437143653825,Rejected,Middle
Drug-related,"['IPC 420', 'Economic Offenses Act', 'IPC 307']",8,0,0.5415062821224879,0.16988667480662,Rejected,Middle
Violent,"['Narcotics Act', 'IPC 420']",38,0,0.8434277957090492,0.3830656760857787,Granted,High
Economic,"['Cyber Laws', 'Economic Offenses Act']",38,0,0.7617427064695159,0.8716168463288502,Granted,Middle
Drug-related,"['IPC 307', 'IPC 307', 'IPC 307']",29,0,0.05829720386235704,0.3631287104896359,Rejected,High
Drug-related,['IPC 302'],41,1,0.998421233923774,0.9516035624997881,Granted,Low
Economic,['IPC 420'],36,0,0.7524024537194672,0.9463088992083875,Granted,High
